arrival_row_key,arrival_id,date,mandi_id,crop_name,variety,arrival_quantity_qtl,farmer_count,arrival_id_status,date_status,mandi_id_status,quantity_status,source_arrival_id,source_date,source_mandi_id,source_crop_name,source_variety,source_arrival_quantity,source_unit,source_farmer_count
ARR_ROW_004256,ARR0021208,2026-07-09,MANDI008,Maize,Local,291.43,148,Present,Parsed: assumed format by separator,Matched,Valid,ARR0021208,09.07.2026,MANDI008,मक्का,Local,291.43,quintal,148.0
ARR_ROW_004257,ARR0008283,2026-07-07,MANDI055,Mustard,Hybrid,121.25,67,Present,Parsed: unambiguous,Matched,Valid,ARR0008283,07/07/2026,MANDI055,Mustard,Hybrid,121.25,Qtl,67.0
ARR_ROW_004258,ARR0013954,2026-08-05,MANDI011,Sugarcane,Pusa-1121,393.95,39,Present,Parsed: unambiguous,Matched,Valid,ARR0013954,2026-08-05,MANDI011,Ganna,Pusa-1121,"39,395.0 KG",NA,39.0
ARR_ROW_004259,ARR0012378,2026-02-18,MANDI020,Cotton,Local,477.91,41,Present,Parsed: unambiguous,Matched,Valid,ARR0012378,18/02/2026,MANDI020,Cotton,Local,"47,791.0 KG",NA,41.0
ARR_ROW_004260,ARR0024625,2026-04-23,MANDI004,Cotton,Premium,32.42,24,Present,Parsed: unambiguous,Matched,Valid,ARR0024625,2026-04-23,M004,cotton,Premium,"3,242.0 KG",NA,24.0
ARR_ROW_004261,ARR0022624,2026-06-16,MANDI029,Mustard,HD-2967,71.63,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0022624,16/06/2026,mandi_029,mustard,HD-2967,71.63,Qtl,NA
ARR_ROW_004262,ARR0021909,2026-02-18,MANDI027,Wheat,Premium,310.98,21,Present,Parsed: unambiguous,Matched,Valid,ARR0021909,18/02/2026,MANDI-027,Kanak,Premium,31098.0,kg,21.0
ARR_ROW_004263,ARR0001573,2026-04-18,MANDI024,Mustard,Pusa-1121,83.14,67,Present,Parsed: unambiguous,Matched,Valid,ARR0001573,04-18-2026,MANDI024,सरसों,Pusa-1121,"8,314.0 KG",NA,67.0
ARR_ROW_004264,ARR0006688,2026-05-18,MANDI040,Maize,Pusa-1121,190.47,49,Present,Parsed: unambiguous,Matched,Valid,ARR0006688,05-18-2026,MANDI-040,मक्का,Pusa-1121,190.47,quintal,49.0
ARR_ROW_004265,ARR0024636,2026-07-01,MANDI022,Wheat,Local,220.8,28,Present,Parsed: unambiguous,Matched,Valid,ARR0024636,2026-07-01,MANDI-022,गेहूं,Local,22080.0,Kilo,28.0
ARR_ROW_004266,ARR0004220,2026-08-24,MANDI037,Sugarcane,Hybrid,324.9200000000001,65,Present,Parsed: unambiguous,Matched,Valid,ARR0004220,2026-08-24,mandi037,sugarcane,Hybrid,32.492000000000004,T,65.0
ARR_ROW_004267,ARR0005639,2026-08-06,MANDI046,Rice,Pusa-1121,46.52,123,Present,Parsed: assumed format by separator,Matched,Valid,ARR0005639,08-06-2026,mandi_046,Paddy,Pusa-1121,46.52,qtl,123.0
ARR_ROW_004268,ARR0012851,2026-07-16,MANDI030,Rice,Local,270.53,87,Present,Parsed: unambiguous,Matched,Valid,ARR0012851,2026-07-16,MANDI030,paddy,Local,27052.999999999996,KGS,87.0
ARR_ROW_004269,ARR0000412,2026-02-04,MANDI032,Rice,HD-2967,255.32,9,Present,Parsed: assumed format by separator,Matched,Valid,ARR0000412,04.02.2026,MANDI032,paddy,HD-2967,25532.0,KG,9.0
ARR_ROW_004270,ARR0000821,2026-04-13,MANDI033,Mustard,Hybrid,11.8,53,Present,Parsed: unambiguous,Matched,Valid,ARR0000821,13-Apr-2026,MANDI-033,Mustard,Hybrid,1180.0,kg,53.0
ARR_ROW_004271,ARR0016887,2026-05-11,MANDI041,Sugarcane,Hybrid,484.43,133,Present,Parsed: unambiguous,Matched,Valid,ARR0016887,11-May-2026,mandi_041,Sugarcane,Hybrid,484.43 qtl,NA,133.0
ARR_ROW_004272,ARR0024873,2026-08-09,MANDI037,Maize,Premium,425.12,29,Present,Parsed: assumed format by separator,Matched,Valid,ARR0024873,08-09-2026,MANDI-037,Makka,Premium,42512.0,Kgs,29.0
ARR_ROW_004273,ARR0000745,2026-08-07,MANDI048,Mustard,Local,412.04999999999995,68,Present,Parsed: assumed format by separator,Matched,Valid,ARR0000745,07/08/2026,M048,Sarso,Local,41.205,MT,68.0
ARR_ROW_004274,ARR0015632,2026-04-27,MANDI011,Rice,HD-2967,303.78,45,Present,Parsed: unambiguous,Matched,Valid,ARR0015632,27-Apr-2026,MANDI011,Paddy,HD-2967,303.78 qtl,NA,45.0
ARR_ROW_004275,ARR0005599,2026-07-01,MANDI018,Maize,NA,308.99,75,Present,Parsed: assumed format by separator,Matched,Valid,ARR0005599,07-01-2026,mandi_018,Makka,NA,308.99,qtl,75.0
ARR_ROW_004276,ARR0015994,2026-06-18,MANDI048,Wheat,HD-2967,154.44,17,Present,Parsed: unambiguous,Matched,Valid,ARR0015994,18/06/2026,MANDI048,गेहूं,HD-2967,154.44,Qtl,17.0
ARR_ROW_004277,ARR0008892,2026-02-05,MANDI008,Maize,Premium,215.07000000000002,91,Present,Parsed: unambiguous,Matched,Valid,ARR0008892,2026-02-05,MANDI008,Maize,Premium,21.506999999999998,T,91.0
ARR_ROW_004278,ARR0003289,2026-05-05,MANDI012,Cotton,HD-2967,98.71000000000001,112,Present,Parsed: unambiguous,Matched,Valid,ARR0003289,2026-05-05,MANDI012,Kapas,HD-2967,9871.0,Kgs,112.0
ARR_ROW_004279,ARR0020383,2026-01-29,MANDI042,Wheat,Local,380.27,28,Present,Parsed: unambiguous,Matched,Valid,ARR0020383,29.01.2026,mandi_042,GEHUN,Local,380.27 qtl,NA,28.0
ARR_ROW_004280,ARR0021972,2026-09-04,MANDI045,Wheat,PBW-343,333.23,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0021972,2026/09/04,M045,गेहूं,PBW-343,33.323,T,NA
ARR_ROW_004281,ARR0019813,2026-06-04,MANDI049,Cotton,Local,483.54,NA,Present,Parsed: assumed format by separator,Matched,Valid,ARR0019813,06-04-2026,mandi049,Narma,Local,48354.0,Kilo,NA
ARR_ROW_004282,ARR0006347,2026-09-04,MANDI001,Maize,PBW-343,100.49,56,Present,Parsed: unambiguous,Matched,Valid,ARR0006347,04-Sep-2026,MANDI001,Makki,PBW-343,100.49 qtl,NA,56.0
ARR_ROW_004283,ARR0002166,2026-06-12,MANDI001,Wheat,HD-2967,256.92,121,Present,Parsed: unambiguous,Matched,Valid,ARR0002166,2026/06/12,mandi_001,Kanak,HD-2967,256.92,Quintals,121.0
ARR_ROW_004284,ARR0011899,2026-06-29,MANDI027,Sugarcane,Pusa-1121,45.05,51,Present,Parsed: unambiguous,Matched,Valid,ARR0011899,2026-06-29,mandi027,गन्ना,Pusa-1121,45.05,Qtl,51.0
ARR_ROW_004285,ARR0001585,2026-05-12,MANDI008,Rice,Pusa-1121,444.81,NA,Present,Parsed: assumed format by separator,Matched,Valid,ARR0001585,12.05.2026,MANDI008,Dhaan,Pusa-1121,44.481,T,NA
ARR_ROW_004286,ARR0017581,2026-08-13,MANDI011,Wheat,NA,282.01,44,Present,Parsed: unambiguous,Matched,Valid,ARR0017581,13-Aug-2026,MANDI011,Kanak,NA,28.201,T,44.0
ARR_ROW_004287,ARR0007937,2026-06-19,MANDI039,Cotton,HD-2967,496.7,79,Present,Parsed: unambiguous,Matched,Valid,ARR0007937,19.06.2026,MANDI-039,Cotton,HD-2967,49670.0,kg,79.0
ARR_ROW_004288,ARR0009000,2026-04-15,MANDI012,Mustard,NA,309.83,45,Present,Parsed: unambiguous,Matched,Valid,ARR0009000,2026-04-15,MANDI-012,mustard,NA,309.83,qtl,45.0
ARR_ROW_004289,ARR0015519,2026-05-12,MANDI056,Maize,NA,270.75,145,Present,Parsed: unambiguous,Matched,Valid,ARR0015519,12-May-2026,MANDI-056,corn,NA,27.075,Tonnes,145.0
ARR_ROW_004290,ARR0011256,2026-01-12,MANDI026,Sugarcane,HD-2967,85.47,111,Present,Parsed: unambiguous,Matched,Valid,ARR0011256,12-Jan-2026,026,गन्ना,HD-2967,8547.0,KGS,111.0
ARR_ROW_004291,ARR0019807,2026-06-09,MANDI050,Mustard,Premium,NA,138,Present,Parsed: assumed format by separator,Matched,Negative quantity,ARR0019807,09/06/2026,MANDI050,सरसों,Premium,-59.88,KG,138.0
ARR_ROW_004292,ARR0024678,2026-05-02,MANDI015,Maize,HD-2967,403.36,NA,Present,Parsed: assumed format by separator,Matched,Valid,ARR0024678,02/05/2026,MANDI015,Makki,HD-2967,403.36,Quintals,NA
ARR_ROW_004293,ARR0012972,2026-03-10,MANDI034,Sugarcane,Local,333.4,7,Present,Parsed: assumed format by separator,Matched,Valid,ARR0012972,10.03.2026,MANDI034,Ganna,Local,33.339999999999996,Tonnes,7.0
ARR_ROW_004294,ARR0015101,2026-02-23,MANDI029,Wheat,Local,304.92,73,Present,Parsed: unambiguous,Matched,Valid,ARR0015101,23-Feb-2026,MANDI029,wheat,Local,"30,492.0 KG",NA,73.0
ARR_ROW_004295,ARR0005129,2026-02-05,MANDI035,Rice,HD-2967,NA,NA,Present,Parsed: assumed format by separator,Matched,Negative quantity,ARR0005129,05.02.2026,M035,paddy,HD-2967,-19.79,Qtl,NA
ARR_ROW_004296,NA,2026-06-23,MANDI035,Rice,Local,440.24,142,Missing source ID,Parsed: unambiguous,Matched,Valid,NA,06-23-2026,mandi_035,धान,Local,440.24,Q,142.0
ARR_ROW_004297,ARR0005305,2026-02-26,MANDI003,Sugarcane,Pusa-1121,189.3,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0005305,26.02.2026,mandi003,Ganna,Pusa-1121,18.93,Tonnes,NA
ARR_ROW_004298,ARR0005707,2026-08-03,MANDI056,Maize,HD-2967,446.54,69,Present,Parsed: assumed format by separator,Matched,Valid,ARR0005707,08-03-2026,MANDI056,Corn,HD-2967,446.54 qtl,NA,69.0
ARR_ROW_004299,ARR0020652,2026-02-18,MANDI035,Mustard,PBW-343,125.05,99,Present,Parsed: unambiguous,Matched,Valid,ARR0020652,2026/02/18,MANDI-035,Sarson,PBW-343,12505.0,KG,99.0
ARR_ROW_004300,ARR0011072,2026-04-04,MANDI010,Cotton,PBW-343,63.27,136,Present,Parsed: unambiguous,Matched,Valid,ARR0011072,2026/04/04,mandi_010,कपास,PBW-343,63.27,quintal,136.0
ARR_ROW_004301,ARR0013214,2026-02-15,MANDI054,Wheat,Premium,138.21,46,Present,Parsed: unambiguous,Matched,Valid,ARR0013214,15/02/2026,mandi054,WHEAT,Premium,13821.0,KGS,46.0
ARR_ROW_004302,ARR0014047,2026-04-10,MANDI021,Sugarcane,HD-2967,31.91,110,Present,Parsed: unambiguous,Matched,Valid,ARR0014047,2026/04/10,MANDI021,गन्ना,HD-2967,3191.0,KG,110.0
ARR_ROW_004303,ARR0018202,2026-05-24,MANDI057,Wheat,Pusa-1121,468.07,25,Present,Parsed: unambiguous,Matched,Valid,ARR0018202,2026/05/24,MANDI057,WHEAT,Pusa-1121,46807.0,KG,25.0
ARR_ROW_004304,ARR0011362,2026-04-21,MANDI049,Mustard,Local,104.54,123,Present,Parsed: unambiguous,Matched,Valid,ARR0011362,04-21-2026,mandi049,सरसों,Local,104.54 qtl,NA,123.0
ARR_ROW_004305,ARR0002239,2026-01-28,MANDI008,Cotton,PBW-343,213.89,106,Present,Parsed: unambiguous,Matched,Valid,ARR0002239,28-Jan-2026,MANDI008,Kapas,PBW-343,213.89,Quintals,106.0
ARR_ROW_004306,ARR0004202,2026-05-19,MANDI007,Maize,Hybrid,NA,97,Present,Parsed: unambiguous,Matched,Negative quantity,ARR0004202,05-19-2026,MANDI007,मक्का,Hybrid,-363.88,Qtl,97.0
ARR_ROW_004307,ARR0003848,2026-03-11,MANDI035,Mustard,NA,360.39,5,Present,Parsed: assumed format by separator,Matched,Valid,ARR0003848,11.03.2026,mandi_035,Sarso,NA,360.39 qtl,NA,5.0
ARR_ROW_004308,ARR0019063,2026-04-02,MANDI015,Mustard,HD-2967,360.54,134,Present,Parsed: assumed format by separator,Matched,Valid,ARR0019063,04-02-2026,MANDI015,Sarso,HD-2967,360.54,Q,134.0
ARR_ROW_004309,ARR0003703,2026-04-24,MANDI044,Wheat,NA,220.15999999999997,46,Present,Parsed: unambiguous,Matched,Valid,ARR0003703,04-24-2026,MANDI-044,wheat,NA,22.016,MT,46.0
ARR_ROW_004310,ARR0024844,2026-01-15,MANDI002,Rice,Local,132.93,26,Present,Parsed: unambiguous,Matched,Valid,ARR0024844,01-15-2026,MANDI-002,Dhaan,Local,132.93,Qtl,26.0
ARR_ROW_004311,ARR0002572,2026-02-28,MANDI054,Mustard,Hybrid,126.06,70,Present,Parsed: unambiguous,Matched,Valid,ARR0002572,28/02/2026,MANDI054,Sarson,Hybrid,12.606,Tonnes,70.0
ARR_ROW_004312,ARR0018271,2026-07-21,MANDI054,Cotton,Local,NA,NA,Present,Parsed: unambiguous,Matched,Negative quantity,ARR0018271,21.07.2026,MANDI-054,Narma,Local,-173.01,Qtl,NA
ARR_ROW_004313,ARR0001339,2026-04-24,MANDI022,Cotton,HD-2967,86.77,99,Present,Parsed: unambiguous,Matched,Valid,ARR0001339,24/04/2026,mandi022,कपास,HD-2967,"8,677.0 KG",NA,99.0
ARR_ROW_004314,ARR0022703,2026-04-25,MANDI038,Rice,HD-2967,485.53000000000003,95,Present,Parsed: unambiguous,Matched,Valid,ARR0022703,04-25-2026,mandi_038,Basmati,HD-2967,48553.0,Kgs,95.0
ARR_ROW_004315,ARR0008800,2026-03-19,MANDI040,Cotton,Pusa-1121,306.69,148,Present,Parsed: unambiguous,Matched,Valid,ARR0008800,03-19-2026,MANDI040,Cotton,Pusa-1121,306.69,qtl,148.0
ARR_ROW_004316,ARR0011794,2026-03-27,MANDI035,Maize,NA,175.92000000000002,138,Present,Parsed: unambiguous,Matched,Valid,ARR0011794,2026/03/27,mandi_035,Makka,NA,17592.0,Kilo,138.0
ARR_ROW_004317,ARR0014551,2026-06-09,MANDI039,Wheat,Premium,485.65000000000003,121,Present,Parsed: assumed format by separator,Matched,Valid,ARR0014551,09.06.2026,MANDI039,Kanak,Premium,48565.0,KG,121.0
ARR_ROW_004318,ARR0024343,2026-07-09,MANDI055,Rice,Local,196.70999999999998,137,Present,Parsed: unambiguous,Matched,Valid,ARR0024343,2026-07-09,mandi055,Rice,Local,19.671,Tonnes,137.0
ARR_ROW_004319,ARR0006869,2026-03-08,MANDI043,Wheat,PBW-343,465.37,11,Present,Parsed: unambiguous,Matched,Valid,ARR0006869,2026-03-08,MANDI043,गेहूं,PBW-343,465.37,quintal,11.0
ARR_ROW_004320,ARR0005976,2026-07-31,MANDI053,Sugarcane,NA,345.76,24,Present,Parsed: unambiguous,Matched,Valid,ARR0005976,2026/07/31,MANDI053,Ganna,NA,345.76 qtl,NA,24.0
ARR_ROW_004321,ARR0020759,2026-08-18,MANDI048,Maize,Hybrid,364.72,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0020759,18/08/2026,M048,Makka,Hybrid,364.72,Quintals,NA
ARR_ROW_004322,ARR0005602,2026-03-01,MANDI007,Maize,HD-2967,117.26,94,Present,Parsed: assumed format by separator,Matched,Valid,ARR0005602,01.03.2026,mandi_007,Maize,HD-2967,11726.0,kg,94.0
ARR_ROW_004323,ARR0001808,2026-04-08,MANDI025,Cotton,PBW-343,389.7,6,Present,Parsed: assumed format by separator,Matched,Valid,ARR0001808,08/04/2026,MANDI025,Narma,PBW-343,38970.0,KGS,6.0
ARR_ROW_004324,ARR0016785,2026-07-14,MANDI038,Rice,HD-2967,138.3,148,Present,Parsed: unambiguous,Matched,Valid,ARR0016785,2026/07/14,038,Dhaan,HD-2967,"13,830.000000000002 KG",NA,148.0
ARR_ROW_004325,ARR0017424,2026-03-21,MANDI032,Rice,Hybrid,444.05,94,Present,Parsed: unambiguous,Matched,Valid,ARR0017424,21-Mar-2026,MANDI032,Chawal,Hybrid,44405.0,KG,94.0
ARR_ROW_004326,ARR0006150,2026-06-23,MANDI029,Mustard,HD-2967,133.53,114,Present,Parsed: unambiguous,Matched,Valid,ARR0006150,06-23-2026,mandi029,Sarson,HD-2967,133.53,Qtl,114.0
ARR_ROW_004327,ARR0007407,2026-08-09,MANDI033,Rice,Pusa-1121,280.26,55,Present,Parsed: unambiguous,Matched,Valid,ARR0007407,2026/08/09,MANDI-033,paddy,Pusa-1121,28026.0,Kilo,55.0
ARR_ROW_004328,ARR0012800,2026-06-23,MANDI027,Wheat,Local,182.58,122,Present,Parsed: unambiguous,Matched,Valid,ARR0012800,23-Jun-2026,MANDI027,Wheat,Local,18258.0,KGS,122.0
ARR_ROW_004329,ARR0016848,2026-04-06,MANDI014,Cotton,Hybrid,66.71,NA,Present,Parsed: assumed format by separator,Matched,Valid,ARR0016848,04-06-2026,MANDI014,कपास,Hybrid,6670.999999999999,Kgs,NA
ARR_ROW_004330,ARR0011687,2026-06-28,MANDI009,Cotton,Premium,61.379999999999995,145,Present,Parsed: unambiguous,Matched,Valid,ARR0011687,28-Jun-2026,MANDI009,cotton,Premium,6.138,T,145.0
ARR_ROW_004331,ARR0009406,2026-01-30,MANDI031,Rice,Hybrid,168.67,134,Present,Parsed: unambiguous,Matched,Valid,ARR0009406,30-Jan-2026,mandi_031,Paddy,Hybrid,"16,867.0 KG",NA,134.0
ARR_ROW_004332,ARR0024843,2026-08-31,MANDI008,Wheat,Premium,126.23,116,Present,Parsed: unambiguous,Matched,Valid,ARR0024843,2026/08/31,MANDI008,WHEAT,Premium,"12,623.0 KG",NA,116.0
ARR_ROW_004333,ARR0022311,2026-08-24,MANDI022,Wheat,HD-2967,370.22,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0022311,2026-08-24,MANDI-022,गेहूं,HD-2967,37022.0,Kilo,NA
ARR_ROW_004334,ARR0022359,2026-05-26,MANDI010,Maize,NA,122.19,93,Present,Parsed: unambiguous,Matched,Valid,ARR0022359,26/05/2026,mandi010,corn,NA,122.19,Q,93.0
ARR_ROW_004335,ARR0000345,2026-04-12,MANDI029,Sugarcane,NA,217.55,50,Present,Parsed: assumed format by separator,Matched,Valid,ARR0000345,12/04/2026,MANDI029,sugarcane,NA,21755.0,Kgs,50.0
ARR_ROW_004336,ARR0015879,2026-05-03,MANDI050,Mustard,Local,74.4,82,Present,Parsed: unambiguous,Matched,Valid,ARR0015879,03-May-2026,MANDI050,Mustard,Local,74.4 qtl,NA,82.0
ARR_ROW_004337,ARR0015053,2026-01-24,MANDI036,Maize,Pusa-1121,33.91,108,Present,Parsed: unambiguous,Matched,Valid,ARR0015053,2026/01/24,MANDI036,Corn,Pusa-1121,"3,390.9999999999995 KG",NA,108.0
ARR_ROW_004338,ARR0013357,2026-04-01,MANDI055,Cotton,NA,61.26,133,Present,Parsed: assumed format by separator,Matched,Valid,ARR0013357,01.04.2026,MANDI055,कपास,NA,61.26 qtl,NA,133.0
ARR_ROW_004339,ARR0003495,2026-07-08,MANDI056,Rice,Local,179.65,122,Present,Parsed: assumed format by separator,Matched,Valid,ARR0003495,08/07/2026,mandi056,Basmati,Local,179.65 qtl,NA,122.0
ARR_ROW_004340,ARR0016832,2026-04-11,MANDI012,Cotton,HD-2967,442.61,NA,Present,Parsed: assumed format by separator,Matched,Valid,ARR0016832,11.04.2026,MANDI012,Cotton,HD-2967,442.61,qtl,NA
ARR_ROW_004341,ARR0010232,2026-05-17,MANDI005,Mustard,NA,280.09,85,Present,Parsed: unambiguous,Matched,Valid,ARR0010232,17.05.2026,MANDI-005,Sarson,NA,28.008999999999997,Tonnes,85.0
ARR_ROW_004342,ARR0008305,2026-07-11,MANDI040,Cotton,NA,231.23000000000002,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0008305,2026/07/11,MANDI-040,Narma,NA,23.122999999999998,T,NA
ARR_ROW_004343,ARR0014495,2026-02-26,MANDI029,Mustard,HD-2967,170.93,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0014495,26/02/2026,mandi029,Mustard,HD-2967,170.93,Q,NA
ARR_ROW_004344,ARR0012059,2026-03-27,MANDI014,Rice,Pusa-1121,475.17,106,Present,Parsed: unambiguous,Matched,Valid,ARR0012059,27/03/2026,M014,Chawal,Pusa-1121,"47,517.0 KG",NA,106.0
ARR_ROW_004345,ARR0001705,2026-02-18,MANDI045,Wheat,HD-2967,172.57,78,Present,Parsed: unambiguous,Matched,Valid,ARR0001705,2026-02-18,MANDI-045,Gehun,HD-2967,172.57,Quintals,78.0
ARR_ROW_004346,ARR0012607,2026-04-06,MANDI045,Sugarcane,NA,NA,128,Present,Parsed: unambiguous,Matched,Negative quantity,ARR0012607,06-Apr-2026,MANDI-045,Sugarcane,NA,-32.7,KG,128.0
ARR_ROW_004347,ARR0013525,2026-02-28,MANDI007,Mustard,PBW-343,478.02,99,Present,Parsed: unambiguous,Matched,Valid,ARR0013525,2026/02/28,MANDI007,Mustard,PBW-343,47.802,Tonnes,99.0
ARR_ROW_004348,ARR0014205,2026-06-05,MANDI053,Maize,PBW-343,485.8,57,Present,Parsed: assumed format by separator,Matched,Valid,ARR0014205,05/06/2026,MANDI-053,Maize,PBW-343,48580.0,kg,57.0
ARR_ROW_004349,ARR0023119,2026-04-26,MANDI034,Maize,PBW-343,349.18999999999994,99,Present,Parsed: unambiguous,Matched,Valid,ARR0023119,2026-04-26,MANDI034,corn,PBW-343,34.919,MT,99.0
ARR_ROW_004350,ARR0010821,2026-03-20,MANDI033,Maize,HD-2967,101.41,33,Present,Parsed: unambiguous,Matched,Valid,ARR0010821,2026-03-20,MANDI033,Maize,HD-2967,10141.0,Kilo,33.0
ARR_ROW_004351,ARR0004153,2026-03-06,MANDI002,Mustard,Hybrid,213.07,52,Present,Parsed: unambiguous,Matched,Valid,ARR0004153,2026-03-06,MANDI002,सरसों,Hybrid,"21,307.0 KG",NA,52.0
ARR_ROW_004352,ARR0010312,2026-05-10,MANDI026,Cotton,PBW-343,468.21000000000004,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0010312,10-May-2026,mandi_026,कपास,PBW-343,46821.0,kg,NA
ARR_ROW_004353,ARR0017739,2026-06-29,MANDI011,Mustard,PBW-343,291.02,119,Present,Parsed: unambiguous,Matched,Valid,ARR0017739,29-Jun-2026,M011,Mustard,PBW-343,291.02 qtl,NA,119.0
ARR_ROW_004354,ARR0015291,2026-06-28,MANDI035,Cotton,Local,386.71000000000004,111,Present,Parsed: unambiguous,Matched,Valid,ARR0015291,28/06/2026,MANDI035,Kapas,Local,38671.0,Kgs,111.0
ARR_ROW_004355,ARR0012033,2026-09-06,MANDI056,Mustard,NA,482.75,122,Present,Parsed: assumed format by separator,Matched,Valid,ARR0012033,06.09.2026,mandi056,Sarson,NA,482.75 qtl,NA,122.0
ARR_ROW_004356,ARR0000721,2026-07-21,MANDI039,Sugarcane,NA,394.58,119,Present,Parsed: unambiguous,Matched,Valid,ARR0000721,2026/07/21,MANDI039,sugarcane,NA,39.458,Tonnes,119.0
ARR_ROW_004357,ARR0009125,2026-05-15,MANDI021,Cotton,Premium,123.88,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0009125,15.05.2026,mandi_021,Kapas,Premium,12.388,T,NA
ARR_ROW_004358,ARR0011386,2026-08-14,MANDI006,Maize,Premium,258.12,82,Present,Parsed: unambiguous,Matched,Valid,ARR0011386,08-14-2026,mandi006,corn,Premium,25.812,T,82.0
ARR_ROW_004359,ARR0008230,2026-04-08,MANDI032,Wheat,NA,246.25,30,Present,Parsed: unambiguous,Matched,Valid,ARR0008230,2026-04-08,MANDI032,GEHUN,NA,24625.0,Kgs,30.0
ARR_ROW_004360,ARR0016858,2026-05-27,MANDI006,Cotton,HD-2967,249.72000000000003,93,Present,Parsed: unambiguous,Matched,Valid,ARR0016858,27-May-2026,MANDI-006,cotton,HD-2967,24.972,Tonnes,93.0
ARR_ROW_004361,ARR0023349,2026-06-25,MANDI028,Wheat,Premium,69.16,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0023349,2026/06/25,mandi_028,GEHUN,Premium,"6,916.0 KG",NA,NA
ARR_ROW_004362,ARR0008959,2026-07-06,MANDI047,Sugarcane,Premium,176.44,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0008959,2026/07/06,MANDI047,Ganne,Premium,176.44,qtl,NA
ARR_ROW_004363,ARR0024876,2026-05-02,MANDI001,Sugarcane,PBW-343,43.8,79,Present,Parsed: assumed format by separator,Matched,Valid,ARR0024876,02/05/2026,mandi001,sugarcane,PBW-343,43.8 qtl,NA,79.0
ARR_ROW_004364,ARR0003700,2026-01-11,MANDI041,Cotton,Local,301.13,62,Present,Parsed: assumed format by separator,Matched,Valid,ARR0003700,11/01/2026,M041,cotton,Local,30113.0,Kgs,62.0
ARR_ROW_004365,ARR0024089,2026-03-09,MANDI001,Mustard,PBW-343,188.09,135,Present,Parsed: unambiguous,Matched,Valid,ARR0024089,2026/03/09,MANDI001,Sarso,PBW-343,188.09,qtl,135.0
ARR_ROW_004366,ARR0007902,2026-05-29,MANDI032,Maize,PBW-343,270.45,92,Present,Parsed: unambiguous,Matched,Valid,ARR0007902,29-May-2026,MANDI-032,मक्का,PBW-343,270.45,Q,92.0
ARR_ROW_004367,ARR0015801,2026-06-28,MANDI055,Mustard,NA,245.45,71,Present,Parsed: unambiguous,Matched,Valid,ARR0015801,2026-06-28,mandi055,Sarson,NA,245.45,qtl,71.0
ARR_ROW_004368,ARR0015611,2026-02-10,MANDI043,Maize,Pusa-1121,25.910000000000004,89,Present,Parsed: assumed format by separator,Matched,Valid,ARR0015611,10/02/2026,M043,Makka,Pusa-1121,2.591,Tonnes,89.0
ARR_ROW_004369,ARR0009326,2026-01-27,MANDI030,Cotton,PBW-343,310.91,128,Present,Parsed: unambiguous,Matched,Valid,ARR0009326,2026/01/27,MANDI-030,Cotton,PBW-343,310.91 qtl,NA,128.0
ARR_ROW_004370,ARR0015300,2026-05-26,MANDI048,Cotton,Premium,26.71,103,Present,Parsed: unambiguous,Matched,Valid,ARR0015300,26/05/2026,mandi048,cotton,Premium,2671.0,Kgs,103.0
ARR_ROW_004371,ARR0005706,2026-07-12,MANDI045,Rice,PBW-343,334.32,25,Present,Parsed: unambiguous,Matched,Valid,ARR0005706,2026-07-12,MANDI045,धान,PBW-343,334.32,Q,25.0
ARR_ROW_004372,ARR0003449,2026-09-07,MANDI034,Rice,NA,NA,132,Present,Parsed: assumed format by separator,Matched,Negative quantity,ARR0003449,09-07-2026,MANDI034,Dhaan,NA,-175.3,Qtl,132.0
ARR_ROW_004373,ARR0024356,2026-02-22,MANDI004,Cotton,Local,398.35,86,Present,Parsed: unambiguous,Matched,Valid,ARR0024356,2026/02/22,MANDI004,कपास,Local,39835.0,Kilo,86.0
ARR_ROW_004374,ARR0016067,2026-02-01,MANDI028,Rice,Premium,176.67000000000002,122,Present,Parsed: unambiguous,Matched,Valid,ARR0016067,01-Feb-2026,MANDI-028,Chawal,Premium,17667.0,KGS,122.0
ARR_ROW_004375,ARR0015424,2026-04-02,MANDI019,Maize,HD-2967,130.12,10,Present,Parsed: unambiguous,Matched,Valid,ARR0015424,02-Apr-2026,M019,Makki,HD-2967,130.12,Q,10.0
ARR_ROW_004376,ARR0010141,2026-05-05,MANDI052,Maize,PBW-343,427.68,96,Present,Parsed: unambiguous,Matched,Valid,ARR0010141,05/05/2026,mandi052,Makka,PBW-343,"42,768.0 KG",NA,96.0
ARR_ROW_004377,ARR0003166,2026-03-26,MANDI036,Sugarcane,Local,30.12,56,Present,Parsed: unambiguous,Matched,Valid,ARR0003166,2026-03-26,mandi036,Ganne,Local,30.12,Q,56.0
