record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,price_msp_gap,below_supplied_msp,date_status,mandi_id_status,district_status,msp_comparison_status,source_record_id,source_date,source_mandi_id,source_district,source_crop_name,source_min_price,source_max_price,source_modal_price,source_msp
PR002706,2026-04-10,MANDI053,Saharanpur,Mustard,4938.448656737274,5257.73,5098.09,5650.0,-551.9099999999999,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002706,2026/04/10,MANDI053,Hisar,Mustard,4938.448656737274,"₹5,257.73",5098.09,5650
PR003821,2026-02-09,MANDI022,Karnal,Wheat,1938.0,2236.0,2087.09,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR003821,2026-02-09,MANDI022,Ludhiana,GEHUN,"Rs. 1,938","Rs. 2,236","2,087.09/-",
PR001447,2026-03-28,MANDI048,muzaffarnagar,Rice,1978.09,2218.0,2098.0,2183.0,-85.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001447,2026-03-28,MANDI048,Moga,Paddy,1978.09,"INR 2,218","INR 2,098","₹2,183.00"
PR011338,2026-09-07,MANDI012,Patiala,Sugarcane,3222.98,3426.76,3324.87,NA,NA,NA,Parsed: assumed format by separator,Matched,Recoverable from master,Unavailable: missing MSP,PR011338,07/09/2026,MANDI012,NA,Sugarcane,3222.98,"₹3,426.76","₹3,324.87",
PR004360,2026-09-05,MANDI049,Muzaffarnagar,Sugarcane,3653.0,4327.02,3990.029116481685,3500.0,490.0291164816849,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR004360,05-Sep-2026,M049,NA,Ganna,"INR 3,653","₹4,327.02",3990.0291164816845,"3,500.00/-"
PR006682,2026-08-13,MANDI029,SIRSA,Sugarcane,3184.0,3457.0,3320.4377774918994,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR006682,13/08/2026,mandi029,Jalandhar,गन्ना,"Rs. 3,184","Rs. 3,457",3320.4377774918994,
PR002741,2026-04-18,MANDI033,AMBALA,Sugarcane,3488.21,4336.0,3912.0,3500.0,412.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002741,2026/04/18,M033,Kurukshetra,Sugarcane,3488.21,"INR 4,336","INR 3,912","Rs. 3,500"
PR005751,2026-01-08,MANDI006,Amritsar,Wheat,2098.94,2508.0,2303.0,2275.0,28.0,False,Parsed: assumed format by separator,Matched,Agrees with master,Compared: common basis implied by challenge,PR005751,08/01/2026,M006,Amritsar,WHEAT,2098.94,"INR 2,508","Rs. 2,303","Rs. 2,275"
PR004199,2026-04-11,MANDI005,Amritsar,Cotton,6612.89,7062.34,6837.61463828225,6620.0,217.61463828224987,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004199,04-11-2026,MANDI005,Kurukshetra,Narma,"₹6,612.89","₹7,062.34",6837.61463828225,6620
PR007106,2026-08-29,MANDI041,FATEHABAD,Wheat,2369.74,2493.57,2432.0,2275.0,157.0,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR007106,2026-08-29,MANDI041,,WHEAT,"2,369.74/-","2,493.57/-","Rs. 2,432",2275
PR001469,2026-01-20,MANDI005,Amritsar,Maize,1944.0,2087.0,2015.68,2090.0,-74.31999999999994,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001469,20.01.2026,MANDI005,Moga,corn,"Rs. 1,944","INR 2,087","2,015.68/-",2090
PR009226,2026-03-11,MANDI030,Sirsa,Sugarcane,3439.8,3894.0,NA,3500.0,NA,NA,Parsed: assumed format by separator,Matched,Conflicts with master,Unavailable: missing modal price,PR009226,03-11-2026,MANDI030,Kurukshetra,गन्ना,3439.8,"Rs. 3,894",,3500
PR000054,2026-03-28,MANDI003,Ludhiana,Maize,2173.332055392891,2515.0,NA,2090.0,NA,NA,Parsed: unambiguous,Matched,Recoverable from master,Unavailable: missing modal price,PR000054,28-Mar-2026,mandi_003,,Corn,2173.332055392891,"Rs. 2,515",,"₹2,090.00"
PR011445,2026-08-07,MANDI023,KARNAL,Sugarcane,3452.82,NA,3708.0,3500.0,208.0,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011445,08-07-2026,MANDI023,Patiala,Ganna,"3,452.82/-",,"Rs. 3,708",3500
PR005056,2026-04-26,MANDI009,Jalandhar,Maize,2055.0,2316.67,NA,2090.0,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing modal price,PR005056,04-26-2026,MANDI009,Ambala,Corn,"Rs. 2,055",2316.67,,"INR 2,090"
PR008504,2026-05-03,MANDI042,Fatehabad,Sugarcane,3660.654491994393,3989.0,3824.98,3500.0,324.98,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008504,03/05/2026,M042,Amritsar,Sugarcane,3660.654491994393,"INR 3,989","₹3,824.98",3500
PR010585,2026-02-02,NA,NA,Rice,2025.81,2469.0,2247.42,2183.0,64.42000000000007,False,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR010585,02/02/2026,NA,,Basmati,2025.81,"INR 2,469","₹2,247.42","2,183.00/-"
PR006000,2026-08-19,NA,NA,Sugarcane,3130.74,3621.83,3376.0,NA,NA,NA,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR006000,19/08/2026,NA,Ferozepur,Sugarcane,"₹3,130.74","3,621.83/-","INR 3,376",
PR007693,2026-08-25,MANDI052,Saharanpur,Rice,NA,2406.0,2238.0887554351743,2183.0,55.088755435174335,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007693,08-25-2026,MANDI052,Patiala,धान,,"Rs. 2,406",2238.0887554351743,2183
PR010668,2026-08-27,MANDI015,Bathinda,Cotton,6597.0,7402.0,6999.46,6620.0,379.46000000000004,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010668,27.08.2026,MANDI015,Fatehabad,Kapas,"INR 6,597","Rs. 7,402",6999.46,"Rs. 6,620"
PR007267,2026-07-23,MANDI025,karnal,Mustard,5533.25,6571.0,6052.33,5650.0,402.3299999999999,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007267,23-Jul-2026,MANDI-025,Ferozepur,Sarson,5533.25,"INR 6,571","₹6,052.33","Rs. 5,650"
PR009902,2026-05-02,MANDI025,karnal,Mustard,5744.31,NA,6098.0,5650.0,448.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009902,02-May-2026,MANDI-025,Jalandhar,Sarson,5744.31,,"INR 6,098",5650
PR000552,2026-07-17,MANDI026,Hisar,Sugarcane,3513.37,3900.29,3707.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR000552,17.07.2026,MANDI-026,Ambala,गन्ना,"₹3,513.37",3900.29,"Rs. 3,707",
PR000561,2026-04-20,MANDI037,Kurukshetra,Maize,2133.0,2600.3131986892463,2366.4414553984934,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR000561,20/04/2026,MANDI037,Amritsar,Corn,"Rs. 2,133",2600.3131986892463,2366.4414553984934,
PR003344,2026-06-26,MANDI032,NA,Wheat,1934.11,2240.0,2086.9029015538927,NA,NA,NA,Parsed: unambiguous,Matched,Unresolved: district missing in master,Unavailable: missing MSP,PR003344,2026-06-26,MANDI-032,Hisar,Gehun,"₹1,934.11","INR 2,240",2086.9029015538927,
PR001155,2026-08-11,MANDI046,NA,Cotton,6683.0,7207.9,6945.0,6620.0,325.0,False,Parsed: unambiguous,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR001155,2026/08/11,MANDI-046,Amritsar,Narma,"Rs. 6,683","₹7,207.90","Rs. 6,945","INR 6,620"
PR004080,2026-05-09,MANDI045,Meerut,Sugarcane,3357.42,3550.83,3454.0,NA,NA,NA,Parsed: assumed format by separator,Matched,Conflicts with master,Unavailable: missing MSP,PR004080,09.05.2026,M045,Amritsar,Sugarcane,3357.42,3550.83,"INR 3,454",
PR011015,2026-06-09,MANDI044,Agra,Rice,2136.29,2408.24,2272.27,2183.0,89.26999999999998,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011015,2026-06-09,mandi044,Fatehabad,Paddy,2136.29,2408.24,2272.27,"₹2,183.00"
PR001253,2026-08-14,MANDI055,Bareilly,Wheat,2299.15,2777.0,2538.19,2275.0,263.19000000000005,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001253,08-14-2026,MANDI055,Hisar,wheat,2299.15,"Rs. 2,777",2538.19,2275
PR000309,2026-03-12,MANDI035,Ambala,Sugarcane,3291.14,3485.98,3388.56,NA,NA,NA,Parsed: unambiguous,Matched,Recoverable from master,Unavailable: missing MSP,PR000309,2026/03/12,MANDI-035,,sugarcane,"3,291.14/-","3,485.98/-","3,388.56/-",
PR007080,2026-06-08,MANDI011,Patiala,Maize,1929.0401196195232,2238.0,NA,2090.0,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing modal price,PR007080,08-Jun-2026,MANDI011,Sirsa,Corn,1929.0401196195232,"Rs. 2,238",,2090
PR008004,2026-08-18,MANDI013,Patiala,Cotton,6092.05,7186.58,6639.0,6620.0,19.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008004,18.08.2026,013,Bathinda,cotton,"₹6,092.05",7186.58,"Rs. 6,639",6620
PR000418,2026-06-16,MANDI023,KARNAL,Mustard,4933.28,5948.61,5440.94,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR000418,16.06.2026,MANDI023,Karnal,सरसों,"₹4,933.28",5948.61,5440.94,
PR001692,2026-02-08,NA,NA,Cotton,5937.29,7321.79,6630.0,NA,NA,NA,Parsed: assumed format by separator,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR001692,08.02.2026,NA,Hisar,Cotton,"5,937.29/-",7321.79,"INR 6,630",
PR004013,2026-07-22,MANDI047,Muzaffarnagar,Mustard,5916.839033945004,7365.88,6641.36,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR004013,2026-07-22,MANDI047,Hisar,Sarson,5916.839033945004,7365.88,"₹6,641.36",
PR007887,2026-04-11,MANDI048,muzaffarnagar,Wheat,1952.88,2075.0,2013.708986476543,2275.0,-261.29101352345697,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007887,11.04.2026,MANDI048,Sirsa,wheat,"₹1,952.88","Rs. 2,075",2013.708986476543,"₹2,275.00"
PR010799,2026-07-20,MANDI020,Ferozepur,Sugarcane,3147.4812052286843,3584.78,3366.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR010799,2026/07/20,MANDI020,Hisar,गन्ना,3147.4812052286843,"₹3,584.78","INR 3,366",
PR003704,2026-05-28,MANDI021,Ferozepur,Wheat,2092.0,2321.04,2207.0,2275.0,-68.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003704,2026-05-28,MANDI021,Ambala,Gehun,"Rs. 2,092","₹2,321.04","Rs. 2,207","Rs. 2,275"
PR010298,2026-04-09,MANDI014,Patiala,Wheat,1937.17,2192.42,2064.8,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR010298,2026-04-09,MANDI014,Fatehabad,WHEAT,"₹1,937.17","2,192.42/-","₹2,064.80",
PR002951,2026-04-06,MANDI015,Bathinda,Mustard,5374.58,6655.0,6014.93,5650.0,364.9300000000003,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002951,06.04.2026,mandi_015,Ludhiana,Mustard,"5,374.58/-","INR 6,655","₹6,014.93",5650
PR011517,2026-01-21,MANDI039,NA,Rice,1874.35,2182.39,2028.37,2183.0,-154.6300000000001,True,Parsed: unambiguous,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR011517,01-21-2026,MANDI039,Ambala,धान,"1,874.35/-","2,182.39/-","₹2,028.37","₹2,183.00"
PR007812,2026-08-01,MANDI050,Muzaffarnagar,Maize,1942.87,2328.49,2135.68164199338,2090.0,45.6816419933798,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007812,08-01-2026,MANDI050,Fatehabad,Makki,1942.87,2328.49,2135.68164199338,"INR 2,090"
PR010872,2026-07-31,MANDI018,MOGA,Rice,2154.275574888522,2664.4715848558926,2409.37,2183.0,226.3699999999999,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010872,31.07.2026,M018,Karnal,paddy,2154.275574888522,2664.4715848558926,2409.37,2183
PR009447,2026-06-09,MANDI053,Saharanpur,Wheat,NA,2466.07,2239.53,2275.0,-35.4699999999998,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009447,2026/06/09,MANDI053,Karnal,गेहूं,,2466.07,2239.53,2275
PR004937,2026-02-09,MANDI007,Amritsar,Maize,1913.0,2310.46,2112.0,2090.0,22.0,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004937,09/02/2026,mandi_007,Ludhiana,Corn,"INR 1,913",2310.46,"Rs. 2,112","INR 2,090"
PR000127,2026-06-03,MANDI010,Jalandhar,Wheat,NA,2501.18,2399.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR000127,2026-06-03,MANDI-010,Amritsar,गेहूं,,"2,501.18/-","INR 2,399",
PR011316,2026-07-03,MANDI027,Hisar,Rice,2152.94,2637.7,2395.32,2183.0,212.32000000000016,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011316,07-03-2026,mandi_027,Ambala,Basmati,"₹2,152.94",2637.7,2395.32,"₹2,183.00"
PR000825,2026-04-19,MANDI006,Amritsar,Maize,1866.77,2196.0,2031.49,2090.0,-58.50999999999999,True,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR000825,19.04.2026,M006,NA,Corn,1866.77,"INR 2,196","₹2,031.49","₹2,090.00"
PR004141,2026-03-24,MANDI018,MOGA,Rice,2226.0,2708.0,2467.0438953450166,2183.0,284.0438953450166,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR004141,03-24-2026,MANDI018,NA,धान,"Rs. 2,226","Rs. 2,708",2467.0438953450166,"2,183.00/-"
PR000721,2026-07-03,MANDI031,Sirsa,Maize,2155.0,2510.89,2333.08,2090.0,243.07999999999993,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000721,03/07/2026,MANDI031,Hisar,Makka,"INR 2,155",2510.89,"₹2,333.08","₹2,090.00"
PR001589,2026-04-13,MANDI030,Sirsa,Wheat,2370.5,2616.5110625851376,2493.5,2275.0,218.5,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR001589,04-13-2026,mandi030,,WHEAT,"2,370.50/-",2616.5110625851376,"₹2,493.50",2275
PR005459,2026-06-15,MANDI044,Agra,Wheat,2078.74,2457.09,2268.0,2275.0,-7.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR005459,2026-06-15,M044,Jalandhar,Wheat,"₹2,078.74","₹2,457.09","Rs. 2,268",2275
PR007978,2026-04-13,MANDI056,Bareilly,Sugarcane,3526.0,3878.44,3702.04,3500.0,202.03999999999996,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007978,13-Apr-2026,MANDI056,Ludhiana,Ganna,"INR 3,526",3878.44,3702.04,3500
PR003301,2026-07-19,NA,NA,Wheat,1950.19,2198.7597689444133,2074.47,NA,NA,NA,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR003301,19-Jul-2026,NA,Fatehabad,Gehun,"1,950.19/-",2198.7597689444133,"2,074.47/-",
PR003784,2026-04-04,MANDI003,Ludhiana,Wheat,2341.89,2565.6,2453.74,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR003784,2026/04/04,MANDI-003,Bathinda,wheat,2341.89,"2,565.60/-",2453.74,
PR004033,2026-04-16,NA,NA,Maize,1993.68,2262.0,NA,NA,NA,NA,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing modal price,PR004033,16-Apr-2026,NA,Moga,Makka,"₹1,993.68","₹2,262.00",,
PR007552,2026-01-02,NA,NA,Cotton,6324.43,7351.712927623871,6838.0,6620.0,218.0,False,Parsed: assumed format by separator,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR007552,02/01/2026,NA,Ludhiana,Narma,"₹6,324.43",7351.712927623871,"Rs. 6,838","₹6,620.00"
PR005165,2026-07-06,MANDI026,Hisar,Maize,2095.0,2259.31,2177.0,2090.0,87.0,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR005165,2026/07/06,MANDI-026,,Maize,"INR 2,095",2259.31,"Rs. 2,177","₹2,090.00"
PR008112,2026-07-05,MANDI041,FATEHABAD,Wheat,2173.21,2630.79,2402.0,2275.0,127.0,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008112,05/07/2026,MANDI041,Ludhiana,wheat,2173.21,"₹2,630.79",2402.0,"INR 2,275"
PR008264,2026-01-16,MANDI019,Moga,Maize,1793.0,NA,NA,2090.0,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing modal price,PR008264,2026/01/16,MANDI019,Karnal,मक्का,"INR 1,793",,,2090
PR004883,2026-08-24,MANDI033,AMBALA,Cotton,NA,7124.099841470893,6635.24,6620.0,15.239999999999782,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004883,24.08.2026,M033,Ludhiana,cotton,,7124.099841470893,6635.24,6620
PR002378,2026-08-26,MANDI030,Sirsa,Sugarcane,2979.73,3558.0,3269.058630797932,NA,NA,NA,Parsed: unambiguous,Matched,Recoverable from master,Unavailable: missing MSP,PR002378,2026-08-26,MANDI030,NA,गन्ना,2979.73,"Rs. 3,558",3269.058630797932,
PR001114,2026-03-27,MANDI052,Saharanpur,Wheat,NA,2762.139831599252,2508.0,2275.0,233.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001114,27.03.2026,mandi_052,Bathinda,wheat,,2762.139831599252,"INR 2,508","INR 2,275"
PR001883,2026-07-13,NA,NA,Maize,1898.777872039765,2174.03,2036.4,2090.0,-53.59999999999991,True,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR001883,2026-07-13,NA,Moga,Makki,1898.777872039765,"2,174.03/-","₹2,036.40",2090
PR004000,2026-02-23,NA,NA,Sugarcane,3477.24,4249.13,3863.18,NA,NA,NA,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR004000,23/02/2026,NA,Kurukshetra,गन्ना,"3,477.24/-","4,249.13/-",3863.18,
PR011613,2026-04-29,MANDI036,KURUKSHETRA,Cotton,6398.36,6962.0,6680.05,6620.0,60.05000000000018,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011613,29.04.2026,MANDI036,Ferozepur,cotton,6398.36,"INR 6,962",6680.05,"INR 6,620"
PR004694,2026-09-04,MANDI032,NA,Sugarcane,3510.22,4177.0,3843.7597521951566,NA,NA,NA,Parsed: assumed format by separator,Matched,Unresolved: district missing in master,Unavailable: missing MSP,PR004694,04/09/2026,mandi_032,Ludhiana,गन्ना,3510.22,"INR 4,177",3843.7597521951566,
PR005217,2026-03-22,MANDI036,KURUKSHETRA,Rice,2233.5,2479.1,2356.3,2183.0,173.30000000000018,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR005217,22/03/2026,MANDI036,Patiala,Dhaan,2233.5,"₹2,479.10","₹2,356.30","₹2,183.00"
PR011473,2026-08-24,MANDI021,Ferozepur,Wheat,2193.958342751183,2737.0,2465.32,2275.0,190.32000000000016,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011473,24/08/2026,mandi_021,Ludhiana,Wheat,2193.958342751183,"Rs. 2,737",2465.32,2275
PR004580,2026-08-07,MANDI005,Amritsar,Cotton,5746.65,6970.2,6358.43,6620.0,-261.5699999999997,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004580,07/08/2026,mandi_005,Moga,cotton,5746.65,6970.2,6358.43,"₹6,620.00"
PR001254,2026-08-13,MANDI034,Ambala,Rice,2027.892058908987,2430.0,2228.83,2183.0,45.82999999999993,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001254,2026/08/13,MANDI034,Jalandhar,Rice,2027.8920589089873,"Rs. 2,430",2228.83,2183
PR010362,2026-07-28,MANDI014,Patiala,Sugarcane,3061.05,3780.85,3421.0,3500.0,-79.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010362,07-28-2026,MANDI014,Bathinda,Ganna,3061.05,"₹3,780.85","Rs. 3,421","INR 3,500"
PR006944,2026-04-28,NA,NA,Maize,1973.57,NA,2145.0,2090.0,55.0,False,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR006944,28.04.2026,NA,Kurukshetra,Makki,1973.57,,"Rs. 2,145",2090
PR002137,2026-02-15,MANDI003,Ludhiana,Rice,1985.6,2186.0,2085.574883590212,2183.0,-97.42511640978819,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002137,15/02/2026,mandi003,Patiala,Paddy,1985.6,"Rs. 2,186",2085.574883590212,"2,183.00/-"
PR007395,2026-07-22,MANDI021,Ferozepur,Maize,2169.0,2444.0,2306.0,2090.0,216.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007395,2026/07/22,M021,Ambala,Makka,"INR 2,169","Rs. 2,444","INR 2,306",2090
PR007995,2026-02-02,MANDI039,NA,Sugarcane,3340.0,3549.27,3444.63,NA,NA,NA,Parsed: unambiguous,Matched,Unresolved: district missing in master,Unavailable: missing MSP,PR007995,02-Feb-2026,MANDI039,Sirsa,Ganna,"INR 3,340","₹3,549.27",3444.63,
PR006730,2026-05-10,MANDI021,Ferozepur,Maize,NA,2575.2569656548685,2353.0,2090.0,263.0,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006730,05-10-2026,mandi_021,Bathinda,Maize,,2575.2569656548685,"INR 2,353","2,090.00/-"
PR003492,2026-08-29,MANDI033,AMBALA,Cotton,5733.929589020514,7113.696537753963,6424.0,6620.0,-196.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003492,2026/08/29,033,Ludhiana,Narma,5733.929589020514,7113.696537753963,"Rs. 6,424","₹6,620.00"
PR008980,2026-03-01,MANDI039,NA,Cotton,6894.0,8260.1,NA,6620.0,NA,NA,Parsed: unambiguous,Matched,Unresolved: district missing in master,Unavailable: missing modal price,PR008980,2026/03/01,MANDI-039,Kurukshetra,कपास,"Rs. 6,894",8260.1,,6620
PR008642,2026-05-07,NA,NA,Wheat,2182.87,2622.68,2402.78,2275.0,127.7800000000002,False,Parsed: assumed format by separator,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR008642,05-07-2026,NA,,GEHUN,2182.87,2622.68,"₹2,402.78","2,275.00/-"
PR004275,2026-05-14,MANDI002,Ludhiana,Wheat,1979.87,2439.56,2210.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR004275,14/05/2026,MANDI002,Moga,गेहूं,1979.87,"₹2,439.56","Rs. 2,210",
PR004202,2026-05-11,NA,NA,Maize,1802.0,2071.03,1936.46,NA,NA,NA,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR004202,2026/05/11,NA,Jalandhar,मक्का,"INR 1,802","₹2,071.03",1936.46,
PR007147,2026-06-10,MANDI010,Jalandhar,Wheat,2338.0,2783.0,2561.0,2275.0,286.0,False,Parsed: assumed format by separator,Matched,Recoverable from master,Compared: common basis implied by challenge,PR007147,06-10-2026,MANDI010,NA,wheat,"Rs. 2,338","Rs. 2,783","INR 2,561","INR 2,275"
PR009875,2026-07-21,MANDI003,Ludhiana,Wheat,2000.79,2420.5,2210.64,2275.0,-64.36000000000013,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009875,2026-07-21,MANDI003,Bathinda,गेहूं,"2,000.79/-",2420.5,2210.64,"Rs. 2,275"
PR000620,2026-08-17,MANDI053,Saharanpur,Maize,2014.0,2463.8801323899356,2238.77,2090.0,148.76999999999998,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000620,17-Aug-2026,mandi_053,Karnal,मक्का,"INR 2,014",2463.8801323899356,"₹2,238.77","₹2,090.00"
PR004068,2026-01-27,MANDI052,Saharanpur,Rice,2242.64,2362.35,2302.4926528794313,2183.0,119.49265287943126,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004068,27/01/2026,MANDI-052,Sirsa,Rice,"₹2,242.64",2362.35,2302.4926528794313,"₹2,183.00"
PR009243,2026-04-26,MANDI047,Muzaffarnagar,Wheat,2234.45,2350.1,2292.28,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR009243,2026-04-26,MANDI-047,Ambala,गेहूं,2234.45,"₹2,350.10",2292.28,
PR004516,2026-08-29,MANDI011,Patiala,Maize,1865.0,2078.43,1971.73,2090.0,-118.26999999999998,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004516,29/08/2026,MANDI011,Jalandhar,Corn,"INR 1,865","2,078.43/-","₹1,971.73",2090
PR005493,2026-02-05,MANDI003,Ludhiana,Rice,2268.57,2757.02,2513.0,2183.0,330.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR005493,2026-02-05,003,Ferozepur,Basmati,"₹2,268.57",2757.02,"Rs. 2,513","Rs. 2,183"
PR003695,2026-02-13,MANDI001,ludhiana,Rice,2168.58,2600.0,2384.39,2183.0,201.38999999999987,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR003695,2026-02-13,MANDI001,NA,Basmati,2168.58,"INR 2,600",2384.39,2183
PR007835,2026-07-09,MANDI050,Muzaffarnagar,Rice,2026.0,2450.0659310686974,2238.0,2183.0,55.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007835,2026-07-09,MANDI-050,Bathinda,Dhaan,"INR 2,026",2450.0659310686974,"Rs. 2,238","INR 2,183"
PR004960,2026-05-23,NA,NA,Sugarcane,NA,4054.0,3657.0,3500.0,157.0,False,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR004960,05-23-2026,NA,Hisar,sugarcane,,"INR 4,054","INR 3,657",3500
